systemequipmentcode,Unseperated,systemequipmentcodeText,systemequipmentshorttext,SystemEquipmentIn2000Sample,SystemEquipmentIn2007Sample
2GTY,NULL,TR-155 BQ TRANSDUCER ELEMENT,TR-155 BQ TRANSDUCER ELEMENT,FALSE,FALSE
2GTZ,NULL,AN/BQU-17 DEPTH SOUNDER,AN/BQU-17 DEPTH SOUNDER,FALSE,FALSE
2GUA,2GUA: ,AN/SSQ-53 (DIFAR),AN/SSQ-53 (DIFAR),FALSE,FALSE
2GUD,NULL,AN/SSQ-1(DIRECTIONAL),AN/SSQ-1(DIRECTIONAL),FALSE,FALSE
2GUI,2GUI: ,AN/SSQ-57 SPECIAL PURPOSE,AN/SSQ-57 SPECIAL PURPOSE,FALSE,FALSE
2GUL,2GUL: ,AN/SSQ-36,AN/SSQ-36,FALSE,FALSE
2GUM,2GUM: ,AN/SSQ-62 DICASS,AN/SSQ-62 DICASS,FALSE,FALSE
2GUT,2GUT: ,AN/SSQ-77(VLAD),AN/SSQ-77(VLAD),FALSE,FALSE
2GVE,NULL,AN/WSC-3 SHIPBOARD SATCOM,AN/WSC-3 SHIPBOARD SATCOM,FALSE,FALSE
2GYC,2GYC: ,OPERATIONAL CONTROL CENTERS,OPERATIONAL CONTROL CENTERS,FALSE,FALSE
2HBH,2HBH: ,AN/PVS-4 SIGHT,AN/PVS-4 SIGHT,FALSE,FALSE
2HBI,NULL,AN/PVS-5 SIGHT,AN/PVS-5 SIGHT,FALSE,FALSE
2HDF,2HDF: ,400 HZ POWER GENERATOR,400 HZ POWER GENERATOR,FALSE,FALSE
2HDG,NULL,1250 KW TURBINE,1250 KW TURBINE,FALSE,FALSE
2HDH,NULL,750 KW TURBINE,750 KW TURBINE,FALSE,FALSE
2HDI,NULL,1500 KW SSTG,1500 KW SSTG,FALSE,FALSE
2HDJ,NULL,2000 KW SSTG,2000 KW SSTG,FALSE,FALSE
2HDK,2HDK: ,2500 LM GAS TURBINE,2500 LM GAS TURBINE,FALSE,FALSE
2HEA,2HEA: ,GUPPY I SUBMARINE,GUPPY I SUBMARINE,FALSE,FALSE
2HEB,NULL,SARGO I-II SUBMARINE,SARGO I-II SUBMARINE,FALSE,FALSE
2HFA,2HFA: ,TYPE 15 PERISCOPE,TYPE 15 PERISCOPE,FALSE,FALSE
2HFC,2HFC: ,TYPE 18 PERISCOPE,TYPE 18 PERISCOPE,FALSE,FALSE
2HXA,NULL,EX-41 VLS COVER VERT LNCH PAD,EX-41 VLS COVER VERT LNCH PAD,FALSE,FALSE
2HXC,NULL,25/MK 58 LOCATION MARKER,25/MK 58 LOCATION MARKER,FALSE,FALSE
2HXD,NULL,AS2629 BBR CABLE ASSEMBLY,AS2629 BBR CABLE ASSEMBLY,FALSE,FALSE
2HXE,2HXE: ,MK-56 ROCKET MOTOR,MK-56 ROCKET MOTOR,FALSE,FALSE
2HXF,NULL,MK-II SINS INERTIAL INSTR,MK-II SINS INERTIAL INSTR,FALSE,FALSE
2HXL,NULL,1200 PSI STEAM SYSTEM,1200 PSI STEAM SYSTEM,FALSE,FALSE
2HXN,2HXN: ,MK-27,MK-27,FALSE,FALSE
2HXP,NULL,SJU-17(V) NACES,SJU-17(V) NACES,FALSE,FALSE
2HXR,NULL,4500 PSI AIR COMPRESSOR SYS,4500 PSI AIR COMPRESSOR SYS,FALSE,FALSE
2HXS,2HXS: ,125/250 AIR CONDITIONING SYS,125/250 AIR CONDITIONING SYS,FALSE,FALSE
2HYB,2HYB: ,GGU-71A OBOGS OXY CONCENTRATOR,GGU-71A OBOGS OXY CONCENTRATOR,FALSE,FALSE
2HYC,NULL,CRU-99A OBOGS OXYGEN MONITOR,CRU-99A OBOGS OXYGEN MONITOR,FALSE,FALSE
2HYD,2HYD: ,A/P22P-9(V) CBR,A/P22P-9(V) CBR,FALSE,FALSE
2IAA,2IAA: ,ARC-210 RADIO SET,ARC-210 RADIO SET,FALSE,FALSE
2SAB,2SAB: ,BATTLESHIP,BATTLESHIP,FALSE,FALSE
2SAF,2SAF: ,CRUISER GUIDED MISSILE-CG,CRUISER GUIDED MISSILE-CG,FALSE,FALSE
2SAH,2SAH: ,CRUISER GD MSL NUCLEAR-CGN,CRUISER GD MSL NUCLEAR-CGN,FALSE,FALSE
2SAJ,NULL,CRUISER HEAVY-CA,CRUISER HEAVY-CA,FALSE,FALSE
2SAP,NULL,CRUISER LIGHT GD MISSILE-CLG,CRUISER LIGHT GD MISSILE-CLG,FALSE,FALSE
2SBB,2SBB: ,AIRCRAFT CARRIER -CVN-72,AIRCRAFT CARRIER -CVN-72,FALSE,FALSE
2SBC,2SBC: ,CARRIER ANTI-SUB SUPT-CVS,CARRIER ANTI-SUB SUPT-CVS,FALSE,FALSE
2SBD,2SBD: ,CARRIER CVV,CARRIER CVV,FALSE,FALSE
2SBE,2SBE: ,AIRCRAFT CARRIER -CVN-71,AIRCRAFT CARRIER -CVN-71,FALSE,FALSE
2SBF,NULL,CARRIER ATTACK-CVA-19,CARRIER ATTACK-CVA-19,FALSE,FALSE
2SBG,NULL,CARRIER ATTACK-CVA-41,CARRIER ATTACK-CVA-41,FALSE,FALSE
2SBH,2SBH: ,CARRIER AIRCRAFT-CVA-59,CARRIER AIRCRAFT-CVA-59,FALSE,FALSE
2SBI,2SBI: ,CARRIER AIRCRAFT-CVA-63,CARRIER AIRCRAFT-CVA-63,FALSE,FALSE
2SBJ,2SBJ: ,AIRCRAFT CARRIER -CVA-64,AIRCRAFT CARRIER -CVA-64,FALSE,FALSE
2SBK,2SBK: ,CARRIER AIRCRAFT-CVA-67,CARRIER AIRCRAFT-CVA-67,FALSE,FALSE
2SBL,2SBL: ,CARRIER AIRCRAFT-CVAN-68,CARRIER AIRCRAFT-CVAN-68,FALSE,FALSE
2SBM,2SBM: ,AIRCRAFT CARRIER -CVAN-69,AIRCRAFT CARRIER -CVAN-69,FALSE,FALSE
2SBN,2SBN: ,AIRCRAFT CARRIER CVAN-65,AIRCRAFT CARRIER CVAN-65,FALSE,FALSE
2SBP,2SBP: ,CARRIER ACFT NUCLEAR-CVAN,CARRIER ACFT NUCLEAR-CVAN,FALSE,FALSE
2SCA,2SCA: ,DESTROYER DDG-47 AEGIS,DESTROYER DDG-47 AEGIS,FALSE,FALSE
2SCB,2SCB: ,DESTROYER DD-963 CLASS,DESTROYER DD-963 CLASS,FALSE,FALSE
2SCE,NULL,DESTROYER DD-862 CLASS,DESTROYER DD-862 CLASS,FALSE,FALSE
2SCF,NULL,DESTROYER DD-931 CLASS,DESTROYER DD-931 CLASS,FALSE,FALSE
2SCG,NULL,FRIGATE FF-1091,FRIGATE FF-1091,FALSE,FALSE
2SCH,2SCH: ,DESTROYER GD MSL DDG-2 CLASS,DESTROYER GD MSL DDG-2 CLASS,FALSE,FALSE
2SCI,NULL,DESTROYER DE 1101,DESTROYER DE 1101,FALSE,FALSE
2SCJ,2SCJ: ,DESTROYER GD MSL MODULE-DXG,DESTROYER GD MSL MODULE-DXG,FALSE,FALSE
2SCK,2SCK: ,DESTROYER DD-993 CLASS,DESTROYER DD-993 CLASS,FALSE,FALSE
2SCM,2SCM: ,FRIGATE FF-1049,FRIGATE FF-1049,FALSE,FALSE
2SCN,NULL,DESTROYER RADAR PICKET-DDR,DESTROYER RADAR PICKET-DDR,FALSE,FALSE
2SCQ,2SCQ: ,FRIGATE DL,FRIGATE DL,FALSE,FALSE
2SCR,NULL,DESTROYER DD-819 USS HOLDER,DESTROYER DD-819 USS HOLDER,FALSE,FALSE
2SCS,2SCS: ,FRIGATE GD MSL-DLG,FRIGATE GD MSL-DLG,FALSE,FALSE
2SCV,2SCV: ,DESTROYER DD-997 CLASS,DESTROYER DD-997 CLASS,FALSE,FALSE
2SCW,2SCW: ,FRIGATE FF-1052,FRIGATE FF-1052,FALSE,FALSE
2SCX,NULL,FRIGATE FF 1076,FRIGATE FF 1076,FALSE,FALSE
2SCY,2SCY: ,DESTROYER DDG-51,DESTROYER DDG-51,FALSE,FALSE
2SDA,2SDA: ,SSN-21 SEAWOLF CLASS,SSN-21 SEAWOLF CLASS,FALSE,FALSE
2SDD,NULL,SUBMARINE SS-WW-II,SUBMARINE SS-WW-II,FALSE,FALSE
2SDF,NULL,SUBMARINE SS GUPPY III,SUBMARINE SS GUPPY III,FALSE,FALSE
2SDH,NULL,SUBMARINE SS MODERNIZED,SUBMARINE SS MODERNIZED,FALSE,FALSE
2SDI,2SDI: ,SUBMARINE SSN-688,SUBMARINE SSN-688,FALSE,FALSE
2SDJ,2SDJ: ,SUBMARINE GUIDED MISSILE-SSG,SUBMARINE GUIDED MISSILE-SSG,FALSE,FALSE
2SDK,2SDK: ,SUBMARINE SS BN-741,SUBMARINE SS BN-741,FALSE,FALSE
2SDL,2SDL: ,SUBMARINE FBM-SSBN,SUBMARINE FBM-SSBN,FALSE,FALSE
2SDN,2SDN: ,SUBMARINE NUCLEAR-SSN,SUBMARINE NUCLEAR-SSN,FALSE,FALSE
2SDR,2SDR: ,TRIDENT,TRIDENT,FALSE,FALSE
2SDS,NULL,SUBMARINE EXPERIMENT SASITS,SUBMARINE EXPERIMENT SASITS,FALSE,FALSE
2SEA,2SEA: ,ASSAULT SHIP AMPHIBIOUS-LHD-1,ASSAULT SHIP AMPHIBIOUS-LHD-1,FALSE,FALSE
2SEB,2SEB: ,LANDING CRAFT AIR CUSHION LCAC,LANDING CRAFT AIR CUSHION LCAC,FALSE,FALSE
2SEC,NULL,ASSAULT SHIP AMPHIBIOUS-LPH,ASSAULT SHIP AMPHIBIOUS-LPH,FALSE,FALSE
2SED,2SED: ,ASSAULT SHIP AMPHIBIOUS-LHA,ASSAULT SHIP AMPHIBIOUS-LHA,FALSE,FALSE
2SEE,2SEE: ,LANDING CRAFT LCU,LANDING CRAFT LCU,FALSE,FALSE
2SEF,2SEF: ,CARGO SHIP LKA117,CARGO SHIP LKA117,FALSE,FALSE
2SEG,2SEG: ,CARGO SHIP ATTACK-AKA,CARGO SHIP ATTACK-AKA,FALSE,FALSE
2SEJ,2SEJ: ,DOCK AMPHIB TRANSPORT-LPD,DOCK AMPHIB TRANSPORT-LPD,FALSE,FALSE
02-Sep,2SEP: ,LANDING SHIP DOCK-LSD,LANDING SHIP DOCK-LSD,FALSE,FALSE
2Sep,2SEP: ,LANDING SHIP DOCK-LSD,LANDING SHIP DOCK-LSD,FALSE,FALSE
2SEQ,NULL,LANDING SHIP MEDIUM-LSM,LANDING SHIP MEDIUM-LSM,FALSE,FALSE
2SES,2SES: ,LANDING SHIP TANK-LST,LANDING SHIP TANK-LST,FALSE,FALSE
2SFB,2SFB: ,MINE CTMS SUPPORT SHIP-MCS,MINE CTMS SUPPORT SHIP-MCS,FALSE,FALSE
2SFF,2SFF: ,MINEHUNTER COSTL NON-MAG-MHC,MINEHUNTER COSTL NON-MAG-MHC,FALSE,FALSE
2SFI,2SFI: ,MINELAYER COASTAL-MMC,MINELAYER COASTAL-MMC,FALSE,FALSE
2SFJ,NULL,MINELAYER DESTROYER DM,MINELAYER DESTROYER DM,FALSE,FALSE
2SFK,NULL,MINELAYER FLEET-MMF,MINELAYER FLEET-MMF,FALSE,FALSE
2SFM,NULL,MINESWEEPER AUXILARY-MSA,MINESWEEPER AUXILARY-MSA,FALSE,FALSE
2SFN,NULL,MNSWEEPER COSTL NON-MAG-MSC,MNSWEEPER COSTL NON-MAG-MSC,FALSE,FALSE
2SFO,2SFO: ,MINESWEEPER COASTAL-MSCO,MINESWEEPER COASTAL-MSCO,FALSE,FALSE
2SFP,NULL,MINESWEEPER FLEET-MSF,MINESWEEPER FLEET-MSF,FALSE,FALSE
2SFQ,2SFQ: ,MNSWEEPER OCEAN NON-MAG-MSO,MNSWEEPER OCEAN NON-MAG-MSO,FALSE,FALSE
2SFR,NULL,MINESWEEPER SPECIAL-MSS,MINESWEEPER SPECIAL-MSS,FALSE,FALSE
2SGJ,NULL,PATROL HYDROFOIL MSL PHM,PATROL HYDROFOIL MSL PHM,FALSE,FALSE
2SGK,NULL,****** 2SGK,****** 2SGK,FALSE,FALSE
2SGL,NULL,PATROL AIR CSHN VEHICLE-PACV,PATROL AIR CSHN VEHICLE-PACV,FALSE,FALSE
2SGM,2SGM: ,PATROL BOAT FAST-PTF,PATROL BOAT FAST-PTF,FALSE,FALSE
2SGN,2SGN: ,PATROL CFT COSTL FAST-PCF,PATROL CFT COSTL FAST-PCF,FALSE,FALSE
2SGO,NULL,****** 2SGO,****** 2SGO,FALSE,FALSE
2SGP,NULL,PATROL GUNBOAT-PG,PATROL GUNBOAT-PG,FALSE,FALSE
2SGQ,NULL,PATROL GUNBOAT HYDROFOIL-PGH,PATROL GUNBOAT HYDROFOIL-PGH,FALSE,FALSE
2SGR,2SGR: ,PATROL BOAT RIVER PBR,PATROL BOAT RIVER PBR,FALSE,FALSE
2SGS,2SGS: ,SUBMARINE CHASER (173 FT) PC,SUBMARINE CHASER (173 FT) PC,FALSE,FALSE
2SGV,NULL,SUBMARINE CHASER (110 FT) SC,SUBMARINE CHASER (110 FT) SC,FALSE,FALSE
2SHC,2SHC: ,COMMAND SHIP-CC,COMMAND SHIP-CC,FALSE,FALSE
2SHE,2SHE: ,CMND SHIP TACTICAL FLEET-AGF,CMND SHIP TACTICAL FLEET-AGF,FALSE,FALSE
2SIB,NULL,ADV AVIATION BASED SHIP-AVB,ADV AVIATION BASED SHIP-AVB,FALSE,FALSE
2SID,2SID: ,AMMUNITION SHIP-AE,AMMUNITION SHIP-AE,FALSE,FALSE
2SIG,2SIG: ,BARGE SHIP WASTE,BARGE SHIP WASTE,FALSE,FALSE
2SII,2SII: ,BARRACKS SHIP SELF-PROP-APB,BARRACKS SHIP SELF-PROP-APB,FALSE,FALSE
2SIK,2SIK: ,PRP BRTNG & MESSNG BRG YRBNL,PRP BRTNG & MESSNG BRG YRBNL,FALSE,FALSE
2SIL,2SIL: ,CARGO SHIP-AK,CARGO SHIP-AK,FALSE,FALSE
2SIO,2SIO: ,CARGO SHIP LIGHT-AKL,CARGO SHIP LIGHT-AKL,FALSE,FALSE
2SIP,NULL,****** 2SIP,****** 2SIP,FALSE,FALSE
2SIS,NULL,COMM RLY SHIP (MAJOR)-AGMR,COMM RLY SHIP (MAJOR)-AGMR,FALSE,FALSE
2SJA,2SJA: ,FLOAT DRY DOCK AFDM-282,FLOAT DRY DOCK AFDM-282,FALSE,FALSE
2SJC,NULL,GUIDED MISSILE SHIP-AVM,GUIDED MISSILE SHIP-AVM,FALSE,FALSE
2SJF,2SJF: ,HOSPITAL SHIP-AH,HOSPITAL SHIP-AH,FALSE,FALSE
2SJH,2SJH: ,ICEBREAKER-AGB,ICEBREAKER-AGB,FALSE,FALSE
2SJJ,NULL,INSTRMNTN MSL RNG-AGM-9/10,INSTRMNTN MSL RNG-AGM-9/10,FALSE,FALSE
2SJK,NULL,INSTRMNTN MSL RNG-AGM-13,INSTRMNTN MSL RNG-AGM-13,FALSE,FALSE
2SJM,NULL,INSTR TRK FBM TAGM-22,INSTR TRK FBM TAGM-22,FALSE,FALSE
2SJO,NULL,LAUNCH SHIP SATELLITE-AGSL,LAUNCH SHIP SATELLITE-AGSL,FALSE,FALSE
2SJS,2SJS: ,MISCELLANEOUS-AG,MISCELLANEOUS-AG,FALSE,FALSE
2SJW,2SJW: ,OILER-AO,OILER-AO,FALSE,FALSE
2SJX,NULL,OILER REPLENISHMENT-AOR,OILER REPLENISHMENT-AOR,FALSE,FALSE
2SKD,2SKD: ,REPAIR SHIP AIRCRAFT,REPAIR SHIP AIRCRAFT,FALSE,FALSE
2SKF,NULL,REPAIR SHIP AIRCRAFT-ARVA,REPAIR SHIP AIRCRAFT-ARVA,FALSE,FALSE
2SKJ,2SKJ: ,REPR & CABLE LAYING SHIP-ARC,REPR & CABLE LAYING SHIP-ARC,FALSE,FALSE
2SKL,NULL,REPR SHP LANDING CRAFT-ARL,REPR SHP LANDING CRAFT-ARL,FALSE,FALSE
2SKM,2SKM: ,RESCUE & SALVAGE SHIP,RESCUE & SALVAGE SHIP,FALSE,FALSE
2SKN,NULL,RESCUE SHIP SUBMARINE-ASR,RESCUE SHIP SUBMARINE-ASR,FALSE,FALSE
2SKP,2SKP: ,RESCH SHP OCEANOGRAPHIC-AGOR,RESCH SHP OCEANOGRAPHIC-AGOR,FALSE,FALSE
2SKS,NULL,RESEARCH SHIP ESCORT-AGDE,RESEARCH SHIP ESCORT-AGDE,FALSE,FALSE
2SKU,NULL,RESEARCH SHP TECHNICAL-AGTR,RESEARCH SHP TECHNICAL-AGTR,FALSE,FALSE
2SLC,2SLC: ,SALVAGE SHIP-ARS,SALVAGE SHIP-ARS,FALSE,FALSE
2SLE,NULL,SALVAGE CRAFT TENDER-ARST,SALVAGE CRAFT TENDER-ARST,FALSE,FALSE
2SLG,2SLG: ,SHIP STORE-AF,SHIP STORE-AF,FALSE,FALSE
2SLH,2SLH: ,SHIP STORE COMBAT-AFS,SHIP STORE COMBAT-AFS,FALSE,FALSE
2SLJ,2SLJ: ,SERVICE CRAFT,SERVICE CRAFT,FALSE,FALSE
2SLK,2SLK: ,SUBMARINE AUXILARY-AGSS(ASW),SUBMARINE AUXILARY-AGSS(ASW),FALSE,FALSE
2SLL,2SLL: ,SUBMARINE AUXILARY-AGSS(R+D),SUBMARINE AUXILARY-AGSS(R+D),FALSE,FALSE
2SLN,2SLN: ,SUPPORT SHIP COMBAT FAST-AOE,SUPPORT SHIP COMBAT FAST-AOE,FALSE,FALSE
2SLP,2SLP: ,SURTASS SHIP T-AGOS,SURTASS SHIP T-AGOS,FALSE,FALSE
2SLQ,2SLQ: ,SURVEYING SHIP SMALL-AGS,SURVEYING SHIP SMALL-AGS,FALSE,FALSE
2SLR,2SLR: ,SURVEYING SHIP MEDIUM-AGS,SURVEYING SHIP MEDIUM-AGS,FALSE,FALSE
2SLS,2SLS: ,SURVEYING SHIP LARGE-AGS,SURVEYING SHIP LARGE-AGS,FALSE,FALSE
2SLT,NULL,SURVEYING SHIP COASTAL-AGSC,SURVEYING SHIP COASTAL-AGSC,FALSE,FALSE
2SMC,NULL,TENDER DESTROYER-AD,TENDER DESTROYER-AD,FALSE,FALSE
2SMD,NULL,TENDER SEAPLANE-AV,TENDER SEAPLANE-AV,FALSE,FALSE
2SME,NULL,TENDER SEAPLANE SMALL-AVP,TENDER SEAPLANE SMALL-AVP,FALSE,FALSE
2SMF,2SMF: ,TENDER SUBMARINE (FBM)-AS,TENDER SUBMARINE (FBM)-AS,FALSE,FALSE
2SMG,2SMG: ,TENDER SUB (NON-FBM)-AS,TENDER SUB (NON-FBM)-AS,FALSE,FALSE
2SMJ,NULL,TRANSPORT-AP,TRANSPORT-AP,FALSE,FALSE
2SMK,NULL,TRANSPORT AUXILARY ACFT-AVT,TRANSPORT AUXILARY ACFT-AVT,FALSE,FALSE
2SML,NULL,TRANSPORT COASTAL SMALL-APC,TRANSPORT COASTAL SMALL-APC,FALSE,FALSE
2SMO,NULL,****** 2SMO,****** 2SMO,FALSE,FALSE
2SMP,2SMP: ,TUG OCEAN FLEET-ATF,TUG OCEAN FLEET-ATF,FALSE,FALSE
2SMQ,NULL,TUG SALVAGE ATS,TUG SALVAGE ATS,FALSE,FALSE
2SMR,2SMR: ,TUG HARBOR LGE YTB,TUG HARBOR LGE YTB,FALSE,FALSE
2SMZ,2SMZ: ,FUEL BARGE NON-SELF PROP,FUEL BARGE NON-SELF PROP,FALSE,FALSE
2ZBC,2ZBC: ,BASE REALIGN & CLOS (BRAC) ENV,BASE REALIGN & CLOS (BRAC) ENV,FALSE,FALSE
2ZDE,2ZDE: ,DEF ENVIR & RESTORA PRG (DERP),DEF ENVIR & RESTORA PRG (DERP),FALSE,FALSE
2ZOP,2ZOP: ,OTHER ENVIRONMENTAL PROGRAMS,OTHER ENVIRONMENTAL PROGRAMS,FALSE,FALSE
2ZSE,2ZSE: ,ENVIR PROTECT AGENCY SUPERFUND,ENVIR PROTECT AGENCY SUPERFUND,FALSE,FALSE
300,300: MAVERICK (LASER) ,MAVERICK (LASER) ,MAVERICK (LASER) ,FALSE,FALSE
3000,3000:00:00,NOT DISCERNABLE OR CLASSIFIED,Unlabeled,FALSE,FALSE
301,301: FCS ,FCS ,FCS ,TRUE,TRUE
302,302: MINUTEMAN III GRP ,MINUTEMAN III GRP ,MINUTEMAN III GRP ,FALSE,FALSE
307,307: HAWK IMPROVED ,HAWK IMPROVED ,HAWK IMPROVED ,FALSE,FALSE
308,308: TOW ,TOW ,TOW ,FALSE,FALSE
309,309: A-7E ,A-7E ,A-7E ,FALSE,FALSE
310,310: CONDOR ,CONDOR ,CONDOR ,FALSE,FALSE
311,311: POSEIDON ,POSEIDON ,POSEIDON ,FALSE,FALSE
312,312: S-3A ,S-3A ,S-3A ,FALSE,FALSE
313,313: A-7D ,A-7D ,A-7D ,FALSE,FALSE
315,315: F-111A/D/E/F ,F-111A/D/E/F ,F-111A/D/E/F ,FALSE,FALSE
316,316: F-5E ,F-5E ,F-5E ,FALSE,FALSE
317,317: MAVERICK (TV) ,MAVERICK (TV) ,MAVERICK (TV) ,FALSE,FALSE
319,NULL,****** 319,****** 319,FALSE,FALSE
321,321: WAM (WWMCCS/WIS) ,WAM (WWMCCS/WIS) ,WAM (WWMCCS/WIS) ,FALSE,FALSE
324,324: P-3C ,P-3C ,P-3C ,FALSE,FALSE
326,326: WIDEBAND GAPFILLER ,WIDEBAND GAPFILLER ,WIDEBAND GAPFILLER ,FALSE,FALSE
327,327: C-5 RERP ,C-5 RERP ,C-5 RERP ,FALSE,FALSE
328,328: PROPHET SYSTEM ,PROPHET SYSTEM ,PROPHET SYSTEM ,FALSE,FALSE
329,329: PRV ,PRV ,PRV ,FALSE,FALSE
330,330: AESA ,AESA ,AESA ,FALSE,FALSE
331,331: ALAM ,ALAM ,ALAM ,FALSE,FALSE
332,332: JCC(X) ,JCC(X) ,JCC(X) ,FALSE,FALSE
333,333: LHA ( R ) ,LHA ( R ) ,LHA ( R ) ,FALSE,FALSE
334,334: MMA ,MMA ,MMA ,FALSE,FALSE
335,335: MPF ,MPF ,MPF ,FALSE,FALSE
336,336: SAFEGUARD ,SAFEGUARD ,SAFEGUARD ,FALSE,FALSE
337,337: SSGN ,SSGN ,SSGN ,FALSE,FALSE
339,339: JSIMS ,JSIMS ,JSIMS ,FALSE,FALSE
340,340: SRAM ,SRAM ,SRAM ,FALSE,FALSE
341,341: BLACK HAWK UPGRADE (UH-60M) ,BLACK HAWK UPGRADE (UH-60M) ,BLACK HAWK UPGRADE (UH-60M) ,FALSE,FALSE
342,342: VAST ,VAST ,VAST ,FALSE,FALSE
343,343: CDL ,CDL ,CDL ,FALSE,FALSE
344,344: AV-8A ,AV-8A ,AV-8A ,FALSE,FALSE
345,345: MUOS ,MUOS ,MUOS ,FALSE,FALSE
346,346: CBDP ,CBDP ,CBDP ,FALSE,FALSE
347,347: GCSS ARMY ,GCSS ARMY ,GCSS ARMY ,FALSE,FALSE
349,349: GCSS-AF ,GCSS-AF ,GCSS-AF ,FALSE,FALSE
350,350: GCSS-AF ,GCSS-AF ,GCSS-AF ,FALSE,FALSE
351,351: C-5A ,C-5A ,C-5A ,FALSE,FALSE
352,352: HPCM ,HPCM ,HPCM ,FALSE,FALSE
353,NULL,SKY WARRIOR (reassigned JOINT MRAP?),SKY WARRIOR (reassigned JOINT MRAP?),FALSE,FALSE
354,354: SDB ,SDB ,SDB ,FALSE,FALSE
355,355: GCSS DOD ,GCSS DOD ,GCSS DOD ,FALSE,FALSE
357,357: GCSS ARMY ,GCSS ARMY ,GCSS ARMY ,FALSE,FALSE
358,358: SBR ,SBR ,SBR ,FALSE,FALSE
359,359: MINUTEMAN II ,MINUTEMAN II ,MINUTEMAN II ,FALSE,FALSE
360,360: JTRS CLUSTER 1 ,JTRS CLUSTER 1 ,JTRS CLUSTER 1 ,FALSE,FALSE
362,362: BMDS ,BMDS ,BMDS ,FALSE,FALSE
364,364: E-2C ADVANCED HAWKEYE ,E-2C ADVANCED HAWKEYE ,E-2C ADVANCED HAWKEYE ,FALSE,FALSE
365,365: COBRA JUDY REPLACEMENT ,COBRA JUDY REPLACEMENT ,COBRA JUDY REPLACEMENT ,FALSE,FALSE
366,366: EXCALIBUR,EXCALIBUR,EXCALIBUR,FALSE,FALSE
367,367: HIMARS ,HIMARS ,HIMARS ,FALSE,FALSE
368,368: AGM-88E AARGM ,AGM-88E AARGM ,AGM-88E AARGM ,FALSE,FALSE
369,369: AOC-WS ,AOC-WS ,AOC-WS ,FALSE,FALSE
370,370: JOINT COMMON MISSILE ,JOINT COMMON MISSILE ,JOINT COMMON MISSILE ,FALSE,FALSE
371,371: ACS ,ACS ,ACS ,FALSE,FALSE
372,372: JLENS ,JLENS ,JLENS ,FALSE,FALSE
373,373: BAMS ,BAMS ,BAMS ,FALSE,FALSE
374,374: LCS ,LCS ,LCS ,TRUE,TRUE
375,NULL,****** 375,****** 375,FALSE,FALSE
376,376: B-2 RMP ,B-2 RMP ,B-2 RMP ,FALSE,FALSE
377,377: E-10 ,E-10 ,E-10 ,FALSE,FALSE
378,378: EA-18G ,EA-18G ,EA-18G ,FALSE,FALSE
379,379: SHILLELAGH MISSILE ,SHILLELAGH MISSILE ,SHILLELAGH MISSILE ,FALSE,FALSE
380,380: JTRS AMF ,JTRS AMF ,JTRS AMF ,FALSE,FALSE
381,381: ASDS ,ASDS ,ASDS ,FALSE,FALSE
382,382: TSAT ,TSAT ,TSAT ,FALSE,FALSE
383,383: SSN 685 ,SSN 685 ,SSN 685 ,FALSE,FALSE
385,385: JTRS CLUSTER 5 ,JTRS CLUSTER 5 ,JTRS CLUSTER 5 ,FALSE,FALSE
386,386: ADS ,ADS ,ADS ,FALSE,FALSE
387,NULL,KC-45A,KC-45A,FALSE,FALSE
389,389: DCGS ARMY ,DCGS ARMY ,DCGS ARMY ,FALSE,FALSE
390,390: HLR ,HLR ,HLR ,FALSE,FALSE
391,NULL,SM-6,SM-6,FALSE,FALSE
392,NULL,VH-71,VH-71,TRUE,TRUE
394,394: MPS ,MPS ,MPS ,FALSE,FALSE
395,395: PREDATOR B ,PREDATOR B ,PREDATOR B ,FALSE,FALSE
397,397: E-2C ,E-2C ,E-2C ,FALSE,FALSE
3AAA,3AAA: ,A-1 SKYRAIDER,A-1 SKYRAIDER,FALSE,FALSE
3AAE,3AAE: ,A-6 INTRUDER,A-6 INTRUDER,FALSE,FALSE
3AAF,3AAF: ,A-7 CORSAIR II,A-7 CORSAIR II,FALSE,FALSE
3AAG,NULL,A/EA-3 SKYWARRIOR,A/EA-3 SKYWARRIOR,FALSE,FALSE
3AAI,3AAI: ,A-37,A-37,FALSE,FALSE
3AAJ,NULL,A-9,A-9,FALSE,FALSE
3AAK,3AAK: ,A-10,A-10,FALSE,FALSE
3ABA,NULL,B-26 INVADER,B-26 INVADER,FALSE,FALSE
3ABC,3ABC: ,B-52 STRATO FORTRESS,B-52 STRATO FORTRESS,FALSE,FALSE
3ABD,NULL,B-47 STRATOJET,B-47 STRATOJET,FALSE,FALSE
3ABE,NULL,B-57 CANBERRA,B-57 CANBERRA,FALSE,FALSE
3ABF,NULL,B-58 HUSTLER,B-58 HUSTLER,FALSE,FALSE
3ABG,NULL,B-50 SUPER FORTRESS,B-50 SUPER FORTRESS,FALSE,FALSE
3ABH,3ABH: ,B-1,B-1,FALSE,FALSE
3ABK,3ABK: ,B-2 STEALTH,B-2 STEALTH,FALSE,FALSE
3ABM,NULL,B-70 VALKYRIE,B-70 VALKYRIE,FALSE,FALSE
3ACA,3ACA: ,C-5 GALAXY,C-5 GALAXY,FALSE,FALSE
3ACB,3ACB: ,C-7 CARIBOU,C-7 CARIBOU,FALSE,FALSE
